booking_id,hotel_name,hotel_type,arrival_date,nights_stayed,room_type,adults,children,booking_channel,lead_time_days,adr_per_night_inr,total_revenue_inr,cancellation_status,country_of_guest,special_requests,meal_plan
BKG566277,Hyatt Regency Chennai,4-Star,25/02/2022,11,Family Room,1,2.0,Walk-in,179,25274,278014,No,Sri Lanka,1.0,CP
BKG310161,Taj Mahal Palace Mumbai,Hostel,2022-02-26,11,Super Deluxe,1,1.0,Yatra,112,21858,240438,No,,4.0,AP
BKG154322,Radisson Blu Pune,Resort,26-02-2022,5,Double Room,1,1.0,corporate,317,6490,32450,Yes,Sri Lanka,3.0,Breakfast Only
BKG988232,Holiday Inn Jaipur,3-Star,26/02/2022,2,Studio Room,3,,Travel Agent,51,5733,11466,No,Singapore,0.0,AP
BKG482926,Novotel Kolkata,Resort,2022-02-27,2,Deluxe,2,0.0,Travel Agent,267,6767,13534,Yes,China,,MAP
BKG497438,Marriott Hyderabad,5-Star,27-02-2022,7,Suite,1,0.0,MakeMyTrip,294,25753,180271,No,Japan,3.0,No Meal
BKG675429,Park Inn by Radisson,3-Star,27/02/2022,8,Standard,2,0.0,OTA - Booking.com,112,5006,40048,Yes,Germany,0.0,CP
BKG635004,Lemon Tree Lucknow,4 Star,2022-02-27,13,Family Room,3,0.0,OTA - Booking.com,100,1305,16965,No,Bangladesh,2.0,All Inclusive
BKG160644,OYO Rooms 12345,BUDGET,28-02-2022,10,Deluxe,3,2.0,Travel Agent,112,2033,20330,No,Russia,3.0,All Inclusive
BKG749938,Airbnb Stay Bandra,3star,28/02/2022,8,Double Room,3,2.0,Corporate Booking,80,4560,36480,No,Nepal,0.0,CP
BKG974931,The Leela Goa,Budget,2022-02-28,4,Double Room,1,0.0,OTA - MakeMyTrip,186,13153,52612,No,Nepal,,Full Board
BKG842784,Airbnb Stay Bandra,4-Star,01-03-2022,1,Suite,1,2.0,Travel Agent,112,4601,4601,Yes,India,0.0,No Meal
BKG825076,Marriott Hyderabad,Five Star,01/03/2022,11,Deluxe,2,0.0,OTA - Booking.com,1,15991,175901,No,India,,BB
BKG756742,Park Inn by Radisson,4-Star,2022-03-01,7,Suite,2,1.0,Walk-in,129,7118,49826,No,India,0.0,No Meal
BKG555441,Park Inn by Radisson,resort,01-03-2022,1,Family Room,1,1.0,travel agent,219,3240,3240,No,India,2.0,No Meal
BKG310970,Lemon Tree Lucknow,budget,02/03/2022,11,Studio Room,3,1.0,corporate,53,1067,11737,No,,4.0,MAP
BKG759527,Treebo Trend City Inn,3 Star,2022-03-02,4,Family Room,3,0.0,direct website,342,1884,7536,No,Canada,,Full Board
BKG348926,Hyatt Regency Chennai,3-Star,02-03-2022,8,Deluxe,1,1.0,Walk-in,223,10329,82632,Yes,Australia,0.0,All Inclusive
BKG217323,Hilton Garden Inn,5 Star,03/03/2022,2,Studio Room,2,0.0,Goibibo,224,7750,15500,No,Nepal,4.0,No Meal
BKG465993,The Fern Residency,resort,2022-03-03,6,Twin Room,3,2.0,Yatra,125,1934,11604,No,Australia,2.0,CP
BKG551589,Novotel Kolkata,5-Star,03-03-2022,13,Deluxe,1,1.0,Direct Website,129,7055,91715,Yes,Russia,3.0,
BKG851183,Hyatt Regency Chennai,Resort,03/03/2022,6,Studio Room,2,,OTA - Booking.com,52,24651,147906,No,India,0.0,
BKG181117,Treebo Trend City Inn,resort,2022-03-04,12,Presidential Suite,2,1.0,Agoda,171,2443,29316,Yes,India,2.0,AP
BKG716018,ITC Maurya Delhi,budget,04-03-2022,9,Twin Room,3,2.0,travel agent,217,22633,203697,No,Bangladesh,1.0,Breakfast Only
BKG259895,Hyatt Regency Chennai,BUDGET,04/03/2022,5,Standard,3,0.0,corporate,159,21628,108140,Yes,Japan,4.0,BB
BKG685260,Marriott Hyderabad,resort,2022-03-05,10,Deluxe,3,1.0,makemytrip,197,8569,85690,Yes,India,4.0,All Inclusive
BKG699251,Oberoi Bengaluru,Budget,05-03-2022,4,Standard,3,1.0,Yatra,246,9973,39892,No,India,0.0,
BKG678822,Holiday Inn Jaipur,5 Star,05/03/2022,5,Super Deluxe,2,0.0,travel agent,323,3517,17585,Yes,Singapore,2.0,AP
BKG529967,Hilton Garden Inn,3 Star,2022-03-05,12,Deluxe,1,1.0,travel agent,202,6190,74280,No,India,3.0,Breakfast Only
BKG386265,OYO Rooms 12345,BUDGET,06-03-2022,12,Standard,2,1.0,Walk-in,183,1596,19152,No,Australia,3.0,No Meal
BKG696024,Oberoi Bengaluru,Resort,06/03/2022,10,Suite,3,1.0,Agoda,122,24320,243200,No,,3.0,AP
BKG835657,ITC Maurya Delhi,Hostel,2022-03-06,11,Super Deluxe,1,0.0,travel agent,254,15641,172051,No,India,3.0,
BKG777486,Holiday Inn Jaipur,3-Star,07-03-2022,5,Super Deluxe,2,1.0,travel agent,293,3578,17890,No,Japan,0.0,AP
BKG161581,Zostel Delhi,boutique,07/03/2022,8,Suite,1,2.0,Yatra,279,853,6824,Yes,India,0.0,MAP
BKG843991,Hyatt Regency Chennai,3-Star,2022-03-07,10,Deluxe,2,,makemytrip,324,9257,92570,No,Sri Lanka,4.0,Full Board
BKG388267,Holiday Inn Jaipur,3star,08-03-2022,12,Family Room,1,1.0,Travel Agent,97,4865,58380,No,China,2.0,AP
BKG675324,FabHotel Prime Central,5 Star,08/03/2022,8,Executive Room,2,2.0,corporate,197,1542,12336,Yes,UK,1.0,Breakfast Only
BKG492206,Hilton Garden Inn,4-Star,2022-03-08,2,Deluxe,2,2.0,direct website,239,5938,11876,No,India,0.0,No Meal
BKG965287,Airbnb Stay Bandra,4-Star,08-03-2022,7,Presidential Suite,3,2.0,travel agent,143,3355,23485,No,India,3.0,CP
BKG770950,Lemon Tree Lucknow,boutique,09/03/2022,8,Double Room,2,2.0,direct website,96,871,6968,No,Sri Lanka,1.0,BB
BKG809684,The Fern Residency,Boutique,2022-03-09,11,Studio Room,3,2.0,Travel Agent,200,4628,50908,Yes,Germany,4.0,Half Board
BKG823080,Treebo Trend City Inn,boutique,09-03-2022,6,Suite,2,1.0,direct website,123,1800,10800,No,France,3.0,Breakfast Only
BKG646989,Ginger Hotel,Five Star,10/03/2022,5,Standard,1,2.0,Corporate Booking,186,1173,5865,No,China,2.0,MAP
BKG827899,Marriott Hyderabad,4 Star,2022-03-10,11,Studio Room,1,0.0,corporate,325,14908,163988,No,UK,1.0,Full Board
BKG927610,ITC Maurya Delhi,BUDGET,10-03-2022,9,Standard,3,1.0,Travel Agent,348,18844,169596,Yes,Sri Lanka,4.0,BB
BKG730022,Lemon Tree Lucknow,3 Star,10/03/2022,13,Family Room,2,1.0,OTA - MakeMyTrip,258,2181,28353,No,UAE,0.0,Full Board
BKG923550,Taj Mahal Palace Mumbai,Resort,2022-03-11,3,Deluxe,3,2.0,direct website,147,12861,38583,No,,,AP
BKG125387,Radisson Blu Pune,5 Star,11-03-2022,12,Double Room,1,2.0,MakeMyTrip,251,6959,83508,Yes,Nepal,3.0,All Inclusive
BKG157613,Courtyard by Marriott,3star,11/03/2022,13,Suite,2,1.0,MakeMyTrip,345,16991,220883,No,India,1.0,
BKG408810,The Fern Residency,Boutique,2022-03-12,13,Twin Room,3,0.0,Direct Website,146,1732,22516,No,Singapore,4.0,AP
BKG270207,Oberoi Bengaluru,Resort,12-03-2022,10,Twin Room,1,1.0,makemytrip,147,18298,182980,No,Russia,1.0,BB
BKG653842,Zostel Delhi,3star,12/03/2022,4,Super Deluxe,1,1.0,corporate,351,1836,7344,No,Russia,,Breakfast Only
BKG324389,Lemon Tree Lucknow,Resort,2022-03-12,9,Family Room,2,2.0,Goibibo,198,2429,21861,No,Canada,0.0,No Meal
BKG142146,Radisson Blu Pune,4 Star,13-03-2022,6,Presidential Suite,2,,corporate,307,4925,29550,Yes,,0.0,AP
BKG200037,Courtyard by Marriott,resort,13/03/2022,8,Double Room,2,2.0,Corporate Booking,127,14929,119432,No,Germany,2.0,Breakfast Only
BKG506204,The Leela Goa,3 Star,2022-03-13,7,Presidential Suite,3,2.0,Agoda,38,25634,179438,No,India,3.0,Breakfast Only
BKG807479,Hyatt Regency Chennai,3 Star,14-03-2022,11,Super Deluxe,3,,corporate,337,26033,286363,No,Canada,,Full Board
BKG378600,Courtyard by Marriott,Budget,14/03/2022,2,Twin Room,2,2.0,Direct Website,359,15351,30702,No,,3.0,Half Board
BKG597637,Holiday Inn Jaipur,Budget,2022-03-14,3,Suite,2,0.0,OTA - Booking.com,128,6413,19239,No,Canada,4.0,
BKG825938,Hyatt Regency Chennai,3star,14-03-2022,1,Twin Room,2,2.0,Goibibo,266,22901,22901,No,Bangladesh,3.0,CP
BKG304669,Radisson Blu Pune,5 Star,15/03/2022,-1,Twin Room,1,2.0,MakeMyTrip,150,4354,4354,No,Nepal,,Half Board
BKG947837,ITC Maurya Delhi,5 Star,2022-03-15,13,Twin Room,2,0.0,Agoda,297,13828,179764,No,India,0.0,Half Board
BKG842883,Courtyard by Marriott,3 Star,15-03-2022,7,Suite,3,1.0,Travel Agent,98,29378,205646,Yes,India,2.0,AP
BKG887309,Novotel Kolkata,Five Star,16/03/2022,1,Family Room,1,,Corporate Booking,262,3190,3190,No,India,2.0,CP
BKG591166,Airbnb Stay Bandra,5 Star,2022-03-16,3,Super Deluxe,2,1.0,Corporate Booking,251,2822,8466,No,India,1.0,Half Board
BKG162718,Airbnb Stay Bandra,3star,16-03-2022,4,Deluxe,3,2.0,Travel Agent,143,3429,13716,No,India,2.0,Half Board
BKG944532,Novotel Kolkata,boutique,16/03/2022,4,Double Room,1,2.0,Walk-in,345,7353,29412,No,Nepal,4.0,Half Board
BKG585993,The Fern Residency,5-Star,2022-03-17,5,Family Room,1,0.0,makemytrip,111,4034,20170,No,Bangladesh,1.0,
BKG317285,Park Inn by Radisson,4 Star,17-03-2022,3,Super Deluxe,3,0.0,Corporate Booking,59,7919,23757,No,Bangladesh,1.0,MAP
BKG633930,OYO Rooms 12345,4-Star,17/03/2022,3,Twin Room,3,,Booking.com,1,2179,6537,No,India,3.0,CP
BKG462988,ITC Maurya Delhi,4-Star,2022-03-18,1,Family Room,1,2.0,Goibibo,303,29923,29923,Yes,Russia,2.0,MAP
BKG296215,Courtyard by Marriott,3star,18-03-2022,7,Presidential Suite,3,0.0,MakeMyTrip,253,19199,134393,No,USA,3.0,
BKG329457,The Fern Residency,3star,18/03/2022,11,Studio Room,1,,Travel Agent,139,2120,23320,No,Germany,3.0,AP
BKG412627,Airbnb Stay Bandra,Budget,2022-03-18,10,Twin Room,1,2.0,OTA - MakeMyTrip,36,2429,24290,No,India,1.0,
BKG951725,FabHotel Prime Central,Hostel,19-03-2022,1,Twin Room,1,1.0,MakeMyTrip,159,1786,1786,No,India,3.0,All Inclusive
BKG961882,Airbnb Stay Bandra,Resort,19/03/2022,2,Deluxe,1,2.0,OTA - Booking.com,8,4976,9952,No,,3.0,All Inclusive
BKG599475,Hyatt Regency Chennai,4-Star,2022-03-19,13,Double Room,2,0.0,Goibibo,232,14302,185926,No,India,1.0,AP
BKG458773,The Fern Residency,3 Star,20-03-2022,4,Studio Room,3,1.0,OTA - MakeMyTrip,98,3230,12920,Yes,Japan,1.0,All Inclusive
BKG869587,Treebo Trend City Inn,Hostel,20/03/2022,13,Presidential Suite,2,0.0,OTA - MakeMyTrip,146,1015,13195,No,India,0.0,
BKG999572,Hyatt Regency Chennai,4-Star,2022-03-20,4,Presidential Suite,2,1.0,OTA - Booking.com,303,22238,88952,Yes,France,2.0,BB
BKG411652,Oberoi Bengaluru,3star,20-03-2022,5,Presidential Suite,2,1.0,MakeMyTrip,207,16402,82010,No,UK,0.0,
BKG207815,Courtyard by Marriott,4 Star,21/03/2022,11,Standard,2,2.0,Agoda,130,18686,205546,No,France,1.0,CP
BKG231651,Hilton Garden Inn,BUDGET,2022-03-21,2,Presidential Suite,1,1.0,Corporate Booking,151,5069,10138,No,Sri Lanka,4.0,CP
BKG899019,Hilton Garden Inn,4 Star,21-03-2022,4,Executive Room,1,1.0,Direct Website,53,6358,25432,No,Germany,3.0,Breakfast Only
BKG690469,Courtyard by Marriott,resort,22/03/2022,1,Family Room,1,2.0,direct website,119,27347,27347,Yes,India,,
BKG803830,Treebo Trend City Inn,4-Star,2022-03-22,2,Suite,1,1.0,Goibibo,160,2001,4002,No,Canada,1.0,AP
BKG302871,Hyatt Regency Chennai,Budget,22-03-2022,1,Studio Room,2,1.0,OTA - Booking.com,115,15494,15494,No,USA,3.0,No Meal
BKG247000,Treebo Trend City Inn,BUDGET,22/03/2022,10,Studio Room,1,0.0,corporate,74,1530,15300,No,France,,Half Board
BKG454489,Ginger Hotel,5 Star,2022-03-23,10,Twin Room,2,0.0,Walk-in,112,1175,11750,No,Germany,3.0,BB
BKG143591,Airbnb Stay Bandra,3-Star,23-03-2022,13,Super Deluxe,1,2.0,travel agent,103,2022,26286,Yes,UAE,4.0,CP
BKG918333,The Fern Residency,Boutique,23/03/2022,4,Super Deluxe,3,1.0,Travel Agent,339,2225,8900,Yes,Germany,2.0,Breakfast Only
BKG717699,Marriott Hyderabad,5-Star,2022-03-24,4,Standard,3,2.0,Walk-in,253,17244,68976,Yes,UAE,0.0,MAP
BKG763859,Airbnb Stay Bandra,Resort,24-03-2022,7,Executive Room,3,2.0,Travel Agent,226,3437,24059,No,Canada,2.0,
BKG248490,Courtyard by Marriott,3star,24/03/2022,10,Presidential Suite,3,2.0,Corporate Booking,111,19080,190800,No,Japan,2.0,AP
BKG421710,Hilton Garden Inn,boutique,2022-03-25,11,Presidential Suite,1,0.0,makemytrip,98,3452,37972,No,China,4.0,AP
BKG881060,Marriott Hyderabad,4-Star,25-03-2022,11,Presidential Suite,3,2.0,Yatra,152,9746,107206,No,India,4.0,AP
BKG571682,FabHotel Prime Central,Boutique,25/03/2022,9,Standard,3,1.0,corporate,348,1107,9963,No,India,4.0,AP
BKG377390,Park Inn by Radisson,Hostel,2022-03-25,9,Standard,2,0.0,MakeMyTrip,337,6372,57348,No,India,4.0,Breakfast Only
BKG532001,FabHotel Prime Central,3 Star,26-03-2022,5,Executive Room,3,0.0,Yatra,193,2266,11330,No,India,0.0,CP
BKG203425,Hilton Garden Inn,BUDGET,26/03/2022,10,Deluxe,1,0.0,Yatra,309,6010,60100,No,India,4.0,All Inclusive
BKG999832,Zostel Delhi,3 Star,2022-03-26,1,Standard,2,1.0,makemytrip,162,589,589,Yes,China,,AP
BKG920935,Hyatt Regency Chennai,Hostel,27-03-2022,1,Family Room,1,2.0,MakeMyTrip,207,13036,13036,No,,3.0,No Meal
BKG497493,Hyatt Regency Chennai,Resort,27/03/2022,6,Super Deluxe,2,2.0,OTA - MakeMyTrip,168,15127,90762,No,India,2.0,
BKG952909,Ginger Hotel,4-Star,2022-03-27,2,Twin Room,1,0.0,Agoda,160,1694,3388,No,France,3.0,All Inclusive
BKG755709,Ginger Hotel,5-Star,27-03-2022,8,Family Room,3,0.0,corporate,67,1137,9096,No,,3.0,AP
BKG979230,Park Inn by Radisson,Resort,28/03/2022,13,Presidential Suite,2,2.0,MakeMyTrip,288,4677,60801,No,India,1.0,CP
BKG822301,FabHotel Prime Central,5-Star,2022-03-28,9,Twin Room,3,1.0,corporate,276,1878,16902,No,UK,3.0,Full Board
BKG435144,Treebo Trend City Inn,boutique,28-03-2022,13,Super Deluxe,1,0.0,makemytrip,303,1727,22451,No,UAE,,MAP
BKG768868,Radisson Blu Pune,boutique,29/03/2022,-1,Twin Room,1,0.0,MakeMyTrip,134,4486,4486,No,Sri Lanka,1.0,AP
BKG721853,Treebo Trend City Inn,Resort,2022-03-29,5,Twin Room,2,1.0,Corporate Booking,194,1367,6835,No,USA,3.0,
BKG210123,Hyatt Regency Chennai,4 Star,29-03-2022,11,Suite,1,,direct website,127,15692,172612,Yes,,1.0,Full Board
BKG429225,ITC Maurya Delhi,3 Star,29/03/2022,8,Super Deluxe,1,,MakeMyTrip,32,14398,115184,No,,0.0,BB
BKG612224,ITC Maurya Delhi,Hostel,2022-03-30,3,Twin Room,2,2.0,Goibibo,175,15252,45756,No,India,2.0,
BKG478578,Marriott Hyderabad,4-Star,30-03-2022,5,Family Room,3,2.0,Goibibo,21,19721,98605,No,India,4.0,No Meal
BKG128957,Lemon Tree Lucknow,3-Star,30/03/2022,3,Double Room,2,0.0,direct website,237,800,2400,Yes,,,BB
BKG763256,Lemon Tree Lucknow,5 Star,2022-03-31,12,Super Deluxe,1,2.0,Direct Website,157,1099,13188,Yes,India,0.0,
BKG576490,Holiday Inn Jaipur,boutique,31-03-2022,10,Suite,1,1.0,Agoda,37,4532,45320,Yes,India,2.0,BB
BKG603344,FabHotel Prime Central,3 Star,31/03/2022,3,Family Room,2,0.0,Walk-in,229,2386,7158,Yes,,0.0,Half Board
BKG205634,Radisson Blu Pune,Resort,2022-03-31,3,Twin Room,2,1.0,Walk-in,364,7362,22086,Yes,USA,1.0,MAP
BKG759648,Marriott Hyderabad,3-Star,01-04-2022,13,Family Room,3,2.0,Walk-in,50,14283,185679,No,Germany,0.0,
BKG121150,Lemon Tree Lucknow,BUDGET,01/04/2022,12,Studio Room,1,2.0,Booking.com,263,2289,27468,Yes,India,3.0,No Meal
BKG974309,Lemon Tree Lucknow,boutique,2022-04-01,7,Studio Room,1,2.0,OTA - Booking.com,282,777,5439,No,Japan,3.0,BB
BKG734828,The Leela Goa,resort,02-04-2022,7,Executive Room,3,0.0,travel agent,26,16065,112455,No,India,4.0,MAP
BKG729427,Park Inn by Radisson,Five Star,02/04/2022,7,Studio Room,2,1.0,Agoda,225,4438,31066,No,UAE,4.0,Breakfast Only
BKG856249,Novotel Kolkata,resort,2022-04-02,10,Executive Room,2,0.0,travel agent,276,6016,60160,Yes,Nepal,3.0,Full Board
BKG383235,Taj Mahal Palace Mumbai,Hostel,02-04-2022,8,Standard,3,2.0,travel agent,285,16328,130624,Yes,India,,No Meal
BKG756260,Courtyard by Marriott,Budget,03/04/2022,5,Suite,2,2.0,OTA - MakeMyTrip,96,14333,71665,No,Bangladesh,3.0,Full Board
BKG408846,Radisson Blu Pune,resort,2022-04-03,5,Studio Room,3,,Yatra,283,5258,26290,Yes,USA,0.0,Breakfast Only
BKG381869,Zostel Delhi,3 Star,03-04-2022,4,Super Deluxe,2,1.0,Walk-in,316,1079,4316,No,Germany,3.0,Half Board
BKG653010,Courtyard by Marriott,Resort,04/04/2022,7,Executive Room,2,,corporate,303,13067,91469,No,,2.0,
BKG517294,Holiday Inn Jaipur,budget,2022-04-04,10,Deluxe,2,1.0,corporate,146,6741,67410,No,Germany,0.0,Half Board
BKG313119,Courtyard by Marriott,3star,04-04-2022,4,Standard,3,2.0,OTA - MakeMyTrip,3,20075,80300,No,Australia,1.0,BB
BKG642347,Marriott Hyderabad,3 Star,04/04/2022,2,Presidential Suite,3,0.0,Goibibo,34,25045,50090,No,France,1.0,CP
BKG642449,Ginger Hotel,Five Star,2022-04-05,4,Super Deluxe,3,2.0,OTA - MakeMyTrip,191,1920,7680,Yes,India,4.0,CP
BKG301773,Novotel Kolkata,budget,05-04-2022,13,Presidential Suite,1,0.0,Corporate Booking,48,3131,40703,No,Canada,2.0,No Meal
BKG452489,The Leela Goa,4 Star,05/04/2022,13,Presidential Suite,1,0.0,Walk-in,16,15887,206531,No,India,1.0,All Inclusive
BKG634975,OYO Rooms 12345,3 Star,2022-04-06,8,Family Room,3,0.0,Booking.com,171,2373,18984,No,Canada,3.0,Half Board
BKG444647,Park Inn by Radisson,budget,06-04-2022,9,Twin Room,1,2.0,MakeMyTrip,219,4221,37989,No,UAE,1.0,
BKG461914,Hyatt Regency Chennai,Hostel,06/04/2022,3,Suite,1,1.0,MakeMyTrip,157,10729,32187,No,Australia,3.0,No Meal
BKG632982,Hilton Garden Inn,Budget,2022-04-06,7,Studio Room,2,1.0,OTA - MakeMyTrip,45,5804,40628,No,,2.0,Breakfast Only
BKG794878,Taj Mahal Palace Mumbai,budget,07-04-2022,12,Family Room,2,2.0,Yatra,5,22988,275856,No,Singapore,4.0,MAP
BKG227260,FabHotel Prime Central,Budget,07/04/2022,9,Studio Room,2,0.0,corporate,98,1439,12951,Yes,Japan,1.0,Full Board
BKG461603,Zostel Delhi,5 Star,2022-04-07,11,Super Deluxe,1,1.0,direct website,232,2182,24002,Yes,France,4.0,Half Board
BKG786001,Taj Mahal Palace Mumbai,5 Star,08-04-2022,4,Family Room,1,1.0,MakeMyTrip,36,21563,86252,No,UK,,MAP
BKG796088,OYO Rooms 12345,BUDGET,08/04/2022,10,Suite,3,2.0,Goibibo,279,1634,16340,Yes,India,0.0,Breakfast Only
BKG936519,Courtyard by Marriott,Boutique,2022-04-08,3,Presidential Suite,1,0.0,OTA - Booking.com,348,20888,62664,No,France,2.0,AP
BKG839274,Hyatt Regency Chennai,BUDGET,08-04-2022,5,Double Room,1,,travel agent,301,12570,62850,No,Japan,2.0,Full Board
BKG301764,Treebo Trend City Inn,Resort,09/04/2022,1,Standard,3,,direct website,180,1761,1761,No,Germany,2.0,AP
BKG851229,Lemon Tree Lucknow,5 Star,2022-04-09,3,Standard,3,2.0,OTA - Booking.com,94,502,1506,Yes,India,0.0,No Meal
BKG286505,The Leela Goa,Budget,09-04-2022,8,Suite,3,0.0,Corporate Booking,98,20634,165072,Yes,Nepal,0.0,All Inclusive
BKG470085,Taj Mahal Palace Mumbai,4-Star,10/04/2022,11,Super Deluxe,2,2.0,Corporate Booking,187,27251,299761,No,Germany,2.0,CP
BKG307459,Radisson Blu Pune,5 Star,2022-04-10,8,Standard,3,0.0,direct website,115,3429,27432,Yes,India,0.0,Full Board
BKG156561,The Fern Residency,4-Star,10-04-2022,13,Family Room,2,1.0,Booking.com,190,3655,47515,Yes,USA,3.0,All Inclusive
BKG891796,Zostel Delhi,resort,11/04/2022,4,Deluxe,1,2.0,Agoda,252,1008,4032,Yes,Singapore,2.0,AP
BKG439152,Ginger Hotel,5-Star,2022-04-11,2,Presidential Suite,1,1.0,OTA - MakeMyTrip,160,1195,2390,No,India,1.0,BB
BKG497190,Ginger Hotel,3 Star,11-04-2022,13,Twin Room,2,,OTA - Booking.com,255,1988,25844,No,UAE,3.0,BB
BKG839426,The Leela Goa,3-Star,11/04/2022,8,Twin Room,2,0.0,travel agent,322,29876,239008,No,India,2.0,Breakfast Only
BKG124053,Marriott Hyderabad,Hostel,2022-04-12,8,Twin Room,2,0.0,Goibibo,127,17551,140408,No,USA,1.0,No Meal
BKG533288,Hilton Garden Inn,3 Star,12-04-2022,10,Standard,1,2.0,Agoda,17,7507,75070,No,,1.0,Full Board
BKG494426,Airbnb Stay Bandra,4 Star,12/04/2022,4,Suite,1,2.0,Walk-in,280,2405,9620,Yes,Australia,4.0,
BKG319171,The Leela Goa,4 Star,2022-04-13,3,Suite,3,2.0,Corporate Booking,222,8039,24117,Yes,India,4.0,CP
BKG831805,Park Inn by Radisson,Resort,13-04-2022,2,Family Room,3,1.0,Booking.com,53,5996,11992,No,China,1.0,CP
BKG621694,Taj Mahal Palace Mumbai,3-Star,13/04/2022,9,Twin Room,1,1.0,travel agent,57,29757,267813,No,UAE,2.0,BB
BKG205128,Taj Mahal Palace Mumbai,Resort,2022-04-13,1,Deluxe,3,2.0,Goibibo,322,24116,24116,No,India,2.0,All Inclusive
BKG663254,FabHotel Prime Central,4 Star,14-04-2022,7,Standard,3,1.0,Booking.com,359,1562,10934,No,India,2.0,
BKG912502,Oberoi Bengaluru,resort,14/04/2022,5,Super Deluxe,2,0.0,Walk-in,173,26601,133005,Yes,France,2.0,Full Board
BKG822003,Lemon Tree Lucknow,3-Star,2022-04-14,8,Standard,1,2.0,Agoda,279,1606,12848,No,Canada,1.0,All Inclusive
BKG209573,Oberoi Bengaluru,3-Star,15-04-2022,4,Presidential Suite,2,0.0,travel agent,113,12796,51184,Yes,China,0.0,Full Board
BKG334362,Holiday Inn Jaipur,Five Star,15/04/2022,7,Family Room,1,0.0,Travel Agent,287,6856,47992,No,India,0.0,
BKG857098,Novotel Kolkata,boutique,2022-04-15,13,Executive Room,1,0.0,Direct Website,341,3175,41275,Yes,China,2.0,
BKG206327,Oberoi Bengaluru,4 Star,15-04-2022,5,Deluxe,2,1.0,Goibibo,150,16775,83875,No,Sri Lanka,4.0,All Inclusive
BKG504462,FabHotel Prime Central,Boutique,16/04/2022,5,Family Room,1,0.0,OTA - MakeMyTrip,126,1417,7085,No,Germany,1.0,
BKG250271,The Leela Goa,budget,2022-04-16,9,Family Room,2,1.0,Booking.com,154,22193,199737,Yes,Singapore,0.0,Breakfast Only
BKG926261,FabHotel Prime Central,3-Star,16-04-2022,9,Twin Room,2,0.0,corporate,272,1806,16254,Yes,Russia,1.0,Breakfast Only
BKG947557,Ginger Hotel,Budget,17/04/2022,13,Family Room,1,2.0,OTA - MakeMyTrip,103,1416,18408,No,India,4.0,Breakfast Only
BKG729399,Ginger Hotel,Budget,2022-04-17,9,Deluxe,1,0.0,Walk-in,298,2460,22140,No,UAE,1.0,MAP
BKG467421,Treebo Trend City Inn,Five Star,17-04-2022,12,Double Room,2,0.0,Direct Website,245,1810,21720,No,,4.0,CP
BKG624457,FabHotel Prime Central,resort,17/04/2022,6,Family Room,3,2.0,Yatra,175,654,3924,Yes,India,4.0,AP
BKG980375,ITC Maurya Delhi,resort,2022-04-18,6,Super Deluxe,3,1.0,Corporate Booking,38,26895,161370,No,India,3.0,Half Board
BKG978840,The Fern Residency,resort,18-04-2022,5,Studio Room,1,2.0,direct website,169,2454,12270,No,Australia,,No Meal
BKG506165,The Leela Goa,4 Star,18/04/2022,9,Twin Room,1,0.0,Goibibo,246,29209,262881,Yes,Germany,3.0,BB
BKG671601,Park Inn by Radisson,3-Star,2022-04-19,10,Suite,3,,direct website,25,5670,56700,No,China,4.0,AP
BKG965167,FabHotel Prime Central,Boutique,19-04-2022,8,Super Deluxe,1,1.0,OTA - Booking.com,354,1148,9184,Yes,Singapore,4.0,No Meal
BKG684419,Courtyard by Marriott,boutique,19/04/2022,7,Super Deluxe,1,0.0,MakeMyTrip,305,21342,149394,No,India,1.0,No Meal
BKG488339,Holiday Inn Jaipur,3star,2022-04-19,7,Standard,3,0.0,direct website,12,3176,22232,No,Germany,3.0,Full Board
BKG835372,Courtyard by Marriott,3 Star,20-04-2022,6,Executive Room,1,1.0,Yatra,315,24491,146946,Yes,Canada,0.0,No Meal
BKG207127,ITC Maurya Delhi,resort,20/04/2022,5,Standard,3,1.0,MakeMyTrip,312,17030,85150,Yes,India,0.0,
BKG797124,Park Inn by Radisson,5 Star,2022-04-20,13,Standard,3,1.0,Corporate Booking,35,5348,69524,No,India,1.0,BB
BKG261971,Park Inn by Radisson,3star,21-04-2022,4,Super Deluxe,3,1.0,Agoda,172,7402,29608,No,Nepal,0.0,
BKG842295,Radisson Blu Pune,3-Star,21/04/2022,3,Standard,1,0.0,Direct Website,19,3750,11250,No,France,0.0,All Inclusive
BKG409884,Lemon Tree Lucknow,3-Star,2022-04-21,3,Twin Room,2,1.0,Travel Agent,320,2345,7035,No,Australia,4.0,Breakfast Only
BKG296562,Lemon Tree Lucknow,4-Star,21-04-2022,6,Deluxe,2,1.0,OTA - MakeMyTrip,263,2016,12096,No,Canada,2.0,Half Board
BKG778641,Ginger Hotel,Hostel,22/04/2022,4,Standard,2,0.0,Travel Agent,141,2202,8808,No,Germany,2.0,CP
BKG736627,Holiday Inn Jaipur,Budget,2022-04-22,12,Double Room,1,1.0,OTA - MakeMyTrip,142,3213,38556,No,UAE,0.0,Full Board
BKG168570,Courtyard by Marriott,5-Star,22-04-2022,12,Twin Room,1,0.0,Direct Website,91,23487,281844,No,,,BB
BKG506544,Airbnb Stay Bandra,5 Star,23/04/2022,6,Standard,1,1.0,OTA - Booking.com,353,4559,27354,No,India,1.0,
